Eta;BPHit;NxDetHits (s_R:s_Z:X/X0@Eta)
0.11;15.6:142.3:0.031219
0.11;15.6:141.6:0.031070
0.11;15.6:141.0:0.030923
0.11;15.6:140.3:0.030778
0.11;15.6:139.6:0.030633
0.11;15.6:139.0:0.030491
0.11;15.6:138.3:0.030349
0.11;15.6:137.7:0.030209
0.11;15.6:137.0:0.030070
0.11;15.6:136.4:0.029932
0.11;15.6:135.8:0.029796
0.11;15.6:135.1:0.029661
0.12;15.6:134.5:0.029527
0.12;15.6:133.9:0.029394
0.12;15.6:133.3:0.029263
0.12;15.6:132.7:0.029132
0.12;15.6:132.1:0.029003
0.12;15.6:131.5:0.028875
0.12;15.6:130.9:0.028748
0.12;15.6:130.3:0.028622
0.12;15.6:129.8:0.028498
0.12;15.6:129.2:0.028374
0.12;15.6:128.6:0.028252
0.12;15.6:128.1:0.028130
0.12;15.6:127.5:0.028010
0.12;15.6:127.0:0.027890
0.12;15.6:126.4:0.027772
0.12;15.6:125.9:0.027655
0.12;15.6:125.3:0.027538
0.12;15.6:124.8:0.027423
0.12;15.6:124.3:0.027309
0.13;15.6:123.7:0.027195
0.13;15.6:123.2:0.027083
0.13;15.6:122.7:0.026971
0.13;15.6:122.2:0.026861
0.13;15.6:121.7:0.026751
0.13;15.6:121.2:0.026642
0.13;15.6:120.7:0.026534
0.13;15.6:120.2:0.026427
0.13;15.6:119.7:0.026321
0.13;15.6:119.2:0.026216
0.13;15.6:118.7:0.026111
0.13;15.6:118.3:0.026007
0.13;15.6:117.8:0.025905
0.13;15.6:117.3:0.025803
0.13;15.6:116.8:0.025701
0.13;15.6:116.4:0.025601
0.13;15.6:115.9:0.025501
0.13;15.6:115.5:0.025403
0.13;15.6:115.0:0.025305
0.14;15.6:114.6:0.025207
0.14;15.6:114.1:0.025111
0.14;15.6:113.7:0.025015
0.14;15.6:113.2:0.024920
0.14;15.6:112.8:0.024826
0.14;15.6:112.4:0.024732
0.14;15.6:111.9:0.024639
0.14;15.6:111.5:0.024547
0.14;15.6:111.1:0.024455
0.14;15.6:110.6:0.024364
0.14;15.6:110.2:0.024274
0.14;15.6:109.8:0.024185
0.14;15.6:109.4:0.024096
0.14;15.6:109.0:0.024008
0.14;15.6:108.6:0.023920
0.14;15.6:108.2:0.023833
0.14;15.6:107.8:0.023747;17.1:117.8:0.043613
0.14;15.6:107.4:0.023662;17.2:118.4:0.043455
0.14;15.6:107.0:0.023577
0.15;15.6:106.6:0.023492;17.2:117.8:0.043144
0.15;15.6:106.2:0.023409;17.3:118.0:0.042991
0.15;15.6:105.8:0.023325;17.2:116.9:0.042838
0.15;15.6:105.5:0.023243
0.15;15.6:105.1:0.023161
0.15;15.6:104.7:0.023079
0.15;15.6:104.3:0.022999;17.4:116.4:0.042238;34.5:231.0:0.007115
0.15;15.6:103.9:0.022918;17.1:114.1:0.042090;34.7:231.0:0.007116;45.0:300.0:0.007116
0.15;15.6:103.6:0.022839;34.6:230.0:0.007116;45.2:300.0:0.007116
0.15;15.6:103.2:0.022760;34.6:229.0:0.007117;45.2:299.0:0.007117;331.0:2190.0:0.014169
0.15;15.6:102.8:0.022681;34.7:229.0:0.007117;45.4:299.0:0.007117;332.2:2190.0:0.014170
0.15;15.6:102.5:0.022603;24.5:161.0:0.007118;34.7:228.0:0.007118;45.4:298.0:0.007118;79.6:523.0:0.014171;333.2:2189.0:0.014171
0.15;15.6:102.1:0.022526;17.1:111.6:0.041369;24.1:158.0:0.007119;35.0:229.0:0.007119;45.5:298.0:0.007119;80.0:524.0:0.014172;249.7:1634.7:0.014172;334.5:2190.0:0.014172
0.15;15.6:101.8:0.022449;24.7:161.0:0.007119;35.1:229.0:0.007119;45.8:299.0:0.007119;80.2:523.0:0.014174;165.3:1078.3:0.014174;207.9:1356.0:0.014174;250.4:1633.7:0.014174;250.6:1634.7:0.014174;335.7:2190.0:0.014174
0.15;15.6:101.4:0.022372;17.9:116.7:0.041087;24.3:158.0:0.007120;35.1:228.0:0.007120;45.8:298.0:0.007120;80.6:524.0:0.014175;165.9:1078.3:0.014175;208.7:1357.0:0.014175;251.3:1633.7:0.014175;294.2:1912.3:0.014175;336.9:2190.0:0.014175
0.15;15.6:101.1:0.022296;17.6:113.7:0.040948;24.4:158.0:0.007120;35.2:228.0:0.007120;46.2:299.0:0.007120;80.7:523.0:0.014176;80.9:524.0:0.014176;123.7:801.7:0.014176;166.5:1078.3:0.014176;209.5:1357.0:0.014176;252.3:1634.7:0.014176;295.0:1911.3:0.014176;338.1:2190.0:0.014176
0.15;15.6:100.7:0.022221;24.5:158.0:0.007121;35.5:229.0:0.007121;46.3:299.0:0.007121;81.0:523.0:0.014177;81.2:524.0:0.014177;124.2:801.7:0.014177;167.2:1079.3:0.014177;210.0:1356.0:0.014177;253.2:1634.7:0.014177;296.1:1911.3:0.014177;339.1:2189.0:0.014177
0.15;15.6:100.4:0.022146;17.8:114.5:0.040672;24.7:159.0:0.007121;35.4:228.0:0.007121;46.5:299.0:0.007121;81.4:524.0:0.014178;124.5:800.7:0.014178;167.8:1079.3:0.014178;210.8:1356.0:0.014178;254.1:1634.7:0.014178;297.1:1911.3:0.014178;340.4:2190.0:0.014178
0.15;15.6:100.0:0.022072;17.2:110.5:0.040535;24.8:159.0:0.007122;35.6:228.0:0.007122;46.6:299.0:0.007122;81.6:523.0:0.014179;124.9:800.7:0.014179;125.0:801.7:0.014179;168.2:1078.3:0.014179;211.7:1357.0:0.014179;255.0:1634.7:0.014179;298.3:1912.3:0.014179;341.6:2190.0:0.014179
0.16;15.6:99.7:0.021998;17.7:113.3:0.040400;24.7:158.0:0.007123;35.8:229.0:0.007123;46.8:299.0:0.007123;82.0:524.0:0.014180;125.3:800.7:0.014180;168.8:1078.3:0.014180;212.4:1357.0:0.014180;255.7:1633.7:0.014180;299.3:1912.3:0.014180;342.7:2190.0:0.014180
0.16;15.6:99.3:0.021925;17.7:112.4:0.040265;24.8:158.0:0.007123;35.8:228.0:0.007123;46.8:298.0:0.007123;82.3:524.0:0.014182;125.7:800.7:0.014182;125.9:801.7:0.014182;169.5:1079.3:0.014182;213.0:1356.0:0.014182;256.7:1634.7:0.014182;300.2:1911.3:0.014182;343.8:2189.0:0.014182
0.16;15.6:99.0:0.021852;19.0:120.8:0.040131;25.1:159.0:0.007124;36.1:229.0:0.007124;47.1:299.0:0.007124;82.6:524.0:0.014183;126.3:801.7:0.014183;170.1:1079.3:0.014183;213.8:1357.0:0.014183;257.6:1634.7:0.014183;301.3:1912.3:0.014183;344.9:2189.0:0.014183;345.1:2190.0:0.014183;345.3:2191.0:0.014183
0.16;15.6:98.7:0.021779;17.6:111.6:0.039998;25.0:158.0:0.007124;36.1:228.0:0.007124;47.1:298.0:0.007124;82.9:524.0:0.014184;126.6:800.7:0.014184;126.8:801.7:0.014184;170.7:1079.3:0.014184;214.4:1356.0:0.014184;258.5:1634.7:0.014184;302.2:1911.3:0.014184;346.4:2191.0:0.014184
0.16;15.6:98.3:0.021707;17.6:110.9:0.039866;25.1:158.0:0.007125;36.2:228.0:0.007125;47.3:298.0:0.007125;83.1:524.0:0.014185;127.2:801.7:0.014185;171.2:1079.3:0.014185;215.1:1356.0:0.014185;259.3:1634.7:0.014185;303.2:1911.3:0.014185;347.6:2191.0:0.014185
0.16;15.6:98.0:0.021636;17.3:108.5:0.039735;25.2:158.0:0.007126;36.3:228.0:0.007126;47.6:299.0:0.007126;83.3:523.0:0.014186;127.6:801.7:0.014186;171.8:1079.3:0.014186;215.9:1356.0:0.014186;260.1:1633.7:0.014186;304.3:1911.3:0.014186;304.4:1912.3:0.014186;348.8:2191.0:0.014186
0.16;15.6:97.7:0.021565;17.4:109.2:0.039605;25.2:158.0:0.007126;36.4:228.0:0.007126;47.6:298.0:0.007126;83.5:523.0:0.014187;128.0:801.7:0.014187;172.2:1078.3:0.014187;216.7:1357.0:0.014187;261.1:1634.7:0.014187;305.5:1912.3:0.014187;349.8:2190.0:0.014187
0.16;15.6:97.3:0.021495;17.1:106.5:0.039476;25.5:159.0:0.007127;36.5:228.0:0.007127;47.8:298.0:0.007127;83.8:523.0:0.014189;84.0:524.0:0.014189;128.3:800.7:0.014189;172.8:1078.3:0.014189;217.5:1357.0:0.014189;262.0:1634.7:0.014189;306.5:1912.3:0.014189;351.0:2190.0:0.014189
0.16;15.6:97.0:0.021425;18.1:112.3:0.039347;19.9:123.5:0.039347;25.4:158.0:0.007127;36.8:229.0:0.007127;48.1:299.0:0.007127;84.3:524.0:0.014190;128.7:800.7:0.014190;173.4:1078.3:0.014190;218.2:1357.0:0.014190;262.9:1634.7:0.014190;307.5:1912.3:0.014190;352.2:2190.0:0.014190
0.16;15.6:96.7:0.021355;19.0:118.0:0.039219;25.7:159.0:0.007128;36.8:228.0:0.007128;48.2:299.0:0.007128;84.5:524.0:0.014191;129.3:801.7:0.014191;174.1:1079.3:0.014191;218.9:1357.0:0.014191;263.7:1634.7:0.014191;308.7:1913.3:0.014191;353.5:2191.0:0.014191
0.16;15.6:96.4:0.021286;17.2:106.0:0.039093;18.2:112.2:0.039093;25.7:159.0:0.007129;37.1:229.0:0.007129;48.4:299.0:0.007129;84.7:523.0:0.014192;129.6:800.7:0.014192;174.7:1079.3:0.014192;219.7:1357.0:0.014192;264.8:1635.7:0.014192;309.6:1912.3:0.014192;354.5:2190.0:0.014192
0.16;15.6:96.1:0.021217;19.6:120.8:0.038966;25.7:158.0:0.007129;37.0:228.0:0.007129;48.6:299.0:0.007129;85.1:524.0:0.014193;130.2:801.7:0.014193;175.1:1078.3:0.014193;220.2:1356.0:0.014193;265.5:1634.7:0.014193;310.6:1912.3:0.014193;355.7:2190.0:0.014193
0.16;15.6:95.7:0.021149;17.5:107.4:0.038841;25.9:159.0:0.007130;37.3:229.0:0.007130;48.7:299.0:0.007130;85.2:523.0:0.014195;85.4:524.0:0.014195;130.6:801.7:0.014195;175.9:1079.3:0.014195;221.1:1357.0:0.014195;266.5:1635.7:0.014195;311.8:1913.3:0.014195;356.9:2190.0:0.014195
0.16;15.6:95.4:0.021081;19.0:116.5:0.038717;25.8:158.0:0.007130;37.4:229.0:0.007130;48.9:299.0:0.007130;85.7:524.0:0.014196;131.1:801.7:0.014196;176.3:1078.3:0.014196;221.7:1356.0:0.014196;267.2:1634.7:0.014196;312.6:1912.3:0.014196;358.2:2191.0:0.014196
0.16;15.6:95.1:0.021014;17.0:103.8:0.038593;18.0:109.9:0.038593;25.9:158.0:0.007131;37.4:228.0:0.007131;48.9:298.0:0.007131;85.9:524.0:0.014197;131.5:801.7:0.014197;177.0:1079.3:0.014197;222.4:1356.0:0.014197;222.6:1357.0:0.014197;222.7:1358.0:0.014197;268.1:1634.7:0.014197;313.7:1912.3:0.014197;359.1:2189.0:0.014197;359.2:2190.0:0.014197
0.16;15.6:94.8:0.020947;19.4:118.0:0.038470;26.0:158.0:0.007132;37.5:228.0:0.007132;49.2:299.0:0.007132;86.1:523.0:0.014198;131.9:801.7:0.014198;177.6:1079.3:0.014198;223.3:1357.0:0.014198;269.2:1635.7:0.014198;314.9:1913.3:0.014198;360.2:2189.0:0.014198
0.16;15.6:94.5:0.020881;19.1:116.0:0.038348;26.3:159.0:0.007132;37.8:229.0:0.007132;49.4:299.0:0.007132;86.3:523.0:0.014200;132.2:800.7:0.014200;178.0:1078.3:0.014200;224.2:1358.0:0.014200;270.0:1635.7:0.014200;315.9:1913.3:0.014200;361.4:2189.0:0.014200
0.16;15.6:94.2:0.020815;19.7:119.0:0.038227;26.3:159.0:0.007133;37.8:228.0:0.007133;49.4:298.0:0.007133;86.8:524.0:0.014201;132.6:800.7:0.014201;132.8:801.7:0.014201;178.8:1079.3:0.014201;224.9:1358.0:0.014201;270.8:1634.7:0.014201;316.8:1912.3:0.014201;362.6:2189.0:0.014201
0.16;15.6:93.9:0.020749;19.7:118.4:0.038107;26.4:159.0:0.007133;38.1:229.0:0.007133;49.5:298.0:0.007133;87.1:524.0:0.014202;133.2:801.7:0.014202;179.2:1078.3:0.014202;225.7:1358.0:0.014202;271.6:1634.7:0.014202;318.0:1913.3:0.014202;363.8:2189.0:0.014202
0.17;15.6:93.6:0.020684;17.3:103.9:0.037987;18.3:110.0:0.037987;26.3:158.0:0.007134;38.2:229.0:0.007134;49.8:299.0:0.007134;87.2:523.0:0.014203;133.6:801.7:0.014203;179.8:1078.3:0.014203;180.1:1080.3:0.014203;226.2:1357.0:0.014203;272.5:1634.7:0.014203;272.7:1635.7:0.014203;319.0:1913.3:0.014203;364.9:2189.0:0.014203
0.17;15.6:93.3:0.020619;19.6:117.4:0.037868;26.4:158.0:0.007135;38.1:228.0:0.007135;49.8:298.0:0.007135;87.6:524.0:0.014205;134.1:801.7:0.014205;180.5:1079.3:0.014205;180.7:1080.3:0.014205;227.1:1358.0:0.014205;273.4:1634.7:0.014205;320.0:1913.3:0.014205;366.3:2190.0:0.014205
0.17;15.6:93.0:0.020555;19.3:115.0:0.037750;26.7:159.0:0.007135;38.4:229.0:0.007135;50.2:299.0:0.007135;87.8:523.0:0.014206;134.5:801.7:0.014206;181.1:1079.3:0.014206;227.7:1357.0:0.014206;274.3:1634.7:0.014206;321.0:1913.3:0.014206;367.5:2190.0:0.014206
0.17;15.6:92.7:0.020491;17.1:101.3:0.037633;18.1:107.3:0.037633;26.8:159.0:0.007136;38.5:229.0:0.007136;50.2:298.0:0.007136;88.2:524.0:0.014207;134.8:800.7:0.014207;181.9:1080.3:0.014207;228.4:1357.0:0.014207;275.2:1634.7:0.014207;322.1:1913.3:0.014207;368.6:2190.0:0.014207
0.17;15.6:92.4:0.020428;17.1:101.3:0.037516;18.1:107.2:0.037516;26.9:159.0:0.007137;38.5:228.0:0.007137;50.5:299.0:0.007137;88.3:523.0:0.014208;135.2:800.7:0.014208;182.4:1080.3:0.014208;229.2:1357.0:0.014208;229.3:1358.0:0.014208;276.2:1635.7:0.014208;322.8:1911.3:0.014208;369.8:2190.0:0.014208
0.17;15.6:92.1:0.020364;17.0:100.5:0.037400;18.0:106.4:0.037400;26.8:158.0:0.007137;38.6:228.0:0.007137;50.7:299.0:0.007137;88.8:524.0:0.014210;135.8:801.7:0.014210;182.8:1079.3:0.014210;230.1:1358.0:0.014210;277.1:1635.7:0.014210;323.8:1911.3:0.014210;371.0:2190.0:0.014210
0.17;15.6:91.8:0.020302;19.3:113.8:0.037285;26.9:158.0:0.007138;38.9:229.0:0.007138;50.6:298.0:0.007138;88.9:523.0:0.014211;136.2:801.7:0.014211;183.4:1079.3:0.014211;230.6:1357.0:0.014211;277.8:1634.7:0.014211;324.8:1911.3:0.014211;372.0:2189.0:0.014211
0.17;15.6:91.5:0.020239;19.0:111.6:0.037170;20.0:117.5:0.037170;26.9:158.0:0.007139;38.9:228.0:0.007139;50.8:298.0:0.007139;89.3:524.0:0.014212;136.7:801.7:0.014212;184.2:1080.3:0.014212;231.5:1358.0:0.014212;278.7:1634.7:0.014212;278.9:1635.7:0.014212;325.9:1911.3:0.014212;373.2:2189.0:0.014212
0.17;15.6:91.2:0.020177;19.8:115.5:0.037056;27.0:158.0:0.007139;39.0:228.0:0.007139;51.0:298.0:0.007139;89.6:524.0:0.014213;136.9:800.7:0.014213;184.6:1079.3:0.014213;232.2:1358.0:0.014213;279.4:1633.7:0.014213;326.9:1911.3:0.014213;374.7:2191.0:0.014213
0.17;15.6:90.9:0.020116;17.4:101.4:0.036943;18.4:107.3:0.036943;27.3:159.0:0.007140;39.1:228.0:0.007140;51.1:298.0:0.007140;89.7:523.0:0.014215;137.5:801.7:0.014215;185.3:1080.3:0.014215;232.8:1357.0:0.014215;280.4:1634.7:0.014215;328.1:1912.3:0.014215;375.7:2190.0:0.014215
0.17;15.6:90.6:0.020055;17.4:101.3:0.036831;18.5:107.2:0.036831;27.4:159.0:0.007140;39.4:229.0:0.007140;51.5:299.0:0.007140;90.0:523.0:0.014216;138.0:801.7:0.014216;185.9:1080.3:0.014216;233.5:1357.0:0.014216;281.2:1633.7:0.014216;281.3:1634.7:0.014216;329.1:1912.3:0.014216;376.9:2190.0:0.014216
0.17;15.6:90.4:0.019994;19.0:110.2:0.036719;20.0:116.0:0.036719;27.3:158.0:0.007141;39.4:228.0:0.007141;51.6:299.0:0.007141;90.5:524.0:0.014217;138.4:801.7:0.014217;186.3:1079.3:0.014217;234.4:1358.0:0.014217;282.0:1633.7:0.014217;330.0:1911.3:0.014217;378.1:2190.0:0.014217
0.17;15.6:90.1:0.019933;17.1:98.5:0.036608;18.1:104.3:0.036608;27.4:158.0:0.007142;39.5:228.0:0.007142;51.8:299.0:0.007142;90.7:524.0:0.014218;138.8:801.7:0.014218;187.1:1080.3:0.014218;235.0:1357.0:0.014218;283.1:1634.7:0.014218;331.0:1911.3:0.014218;379.3:2190.0:0.014218
0.17;15.6:89.8:0.019873;17.4:100.3:0.036498;18.4:106.2:0.036498;27.4:158.0:0.007142;39.8:229.0:0.007142;51.9:299.0:0.007142;90.9:523.0:0.014220;139.4:802.7:0.014220;187.7:1080.3:0.014220;235.7:1357.0:0.014220;283.8:1633.7:0.014220;332.2:1912.3:0.014220;380.6:2191.0:0.014220
0.17;15.6:89.5:0.019813;19.1:109.5:0.036388;20.1:115.3:0.036388;27.5:158.0:0.007143;39.9:229.0:0.007143;51.9:298.0:0.007143;91.1:523.0:0.014221;91.3:524.0:0.014221;139.9:802.7:0.014221;188.1:1079.3:0.014221;236.5:1357.0:0.014221;284.9:1634.7:0.014221;333.2:1912.3:0.014221;381.8:2191.0:0.014221
0.17;15.6:89.2:0.019754;18.0:103.1:0.036279;19.9:113.7:0.036279;27.6:158.0:0.007144;39.9:228.0:0.007144;52.1:298.0:0.007144;91.6:524.0:0.014222;140.3:802.7:0.014222;188.7:1079.3:0.014222;237.0:1356.0:0.014222;237.2:1357.0:0.014222;285.6:1633.7:0.014222;334.3:1912.3:0.014222;382.8:2190.0:0.014222
0.17;15.6:89.0:0.019695;19.3:110.0:0.036171;20.3:115.8:0.036171;27.7:158.0:0.007144;40.2:229.0:0.007144;52.4:299.0:0.007144;91.7:523.0:0.014224;140.6:801.7:0.014224;189.4:1080.3:0.014224;237.9:1357.0:0.014224;286.4:1633.7:0.014224;335.1:1911.3:0.014224;384.2:2191.0:0.014224
0.17;15.6:88.7:0.019636;19.2:109.2:0.036063;20.2:115.0:0.036063;28.0:159.0:0.007145;40.3:229.0:0.007145;52.6:299.0:0.007145;92.0:523.0:0.014225;141.2:802.7:0.014225;189.8:1079.3:0.014225;238.5:1356.0:0.014225;287.5:1634.7:0.014225;336.3:1912.3:0.014225;385.2:2190.0:0.014225
0.17;15.6:88.4:0.019578;17.3:98.3:0.035956;18.4:104.1:0.035956;27.9:158.0:0.007146;40.4:229.0:0.007146;52.7:299.0:0.007146;92.3:523.0:0.014226;141.6:802.7:0.014226;190.4:1079.3:0.014226;239.2:1356.0:0.014226;288.2:1633.7:0.014226;337.5:1913.3:0.014226;386.5:2191.0:0.014226
0.18;15.6:88.2:0.019520;17.4:98.3:0.035850;18.4:104.0:0.035850;28.0:158.0:0.007146;40.3:228.0:0.007146;52.9:299.0:0.007146;92.5:523.0:0.014228;141.9:801.7:0.014228;191.0:1079.3:0.014228;240.1:1357.0:0.014228;289.3:1634.7:0.014228;338.6:1913.3:0.014228;387.4:2189.0:0.014228;387.7:2191.0:0.014228
0.18;15.6:87.9:0.019463;17.3:97.6:0.035744;18.3:103.3:0.035744;28.0:158.0:0.007147;40.5:228.0:0.007147;53.1:299.0:0.007147;92.8:523.0:0.014229;142.3:801.7:0.014229;191.6:1079.3:0.014229;240.9:1357.0:0.014229;290.1:1634.7:0.014229;339.4:1912.3:0.014229;388.7:2190.0:0.014229
0.18;15.6:87.6:0.019405;19.1:107.4:0.035639;20.1:113.1:0.035639;28.3:159.0:0.007148;40.8:229.0:0.007148;53.2:299.0:0.007148;93.1:523.0:0.014230;142.7:801.7:0.014230;142.9:802.7:0.014230;192.2:1079.3:0.014230;241.6:1357.0:0.014230;290.9:1633.7:0.014230;340.5:1912.3:0.014230;389.9:2190.0:0.014230
0.18;15.6:87.4:0.019349;19.7:110.2:0.035534;20.7:115.9:0.035534;28.4:159.0:0.007148;40.9:229.0:0.007148;53.4:299.0:0.007148;93.6:524.0:0.014232;143.2:801.7:0.014232;192.7:1079.3:0.014232;242.2:1356.0:0.014232;291.9:1634.7:0.014232;341.7:1913.3:0.014232;390.9:2189.0:0.014232
